Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
53,No,Travel_Rarely,768,Research & Development,29,1,Marketing,1,143,2,Female,66,4,1,Manager,2,Married,16595,25743,1,Y,Yes,19,3,4,80,1,20,3,4,11,7,0,5
30,Yes,Travel_Rarely,1091,Research & Development,5,3,Life Sciences,1,144,4,Male,36,4,3,Research Director,2,Married,10204,13866,9,Y,No,15,3,3,80,1,11,2,4,0,0,1,0
49,No,Travel_Rarely,1159,Sales,23,4,Medical,1,145,4,Female,45,4,4,Sales Representative,1,Married,1877,22914,0,Y,No,19,4,3,80,1,22,2,4,24,20,13,19
24,No,Travel_Frequently,639,Sales,24,2,Technical Degree,1,146,3,Female,79,1,2,Manager,4,Married,16745,9928,2,Y,No,25,3,3,80,2,23,1,4,15,13,2,11
39,No,Travel_Rarely,1037,Sales,13,3,Technical Degree,1,147,1,Female,43,3,3,Sales Representative,3,Married,4040,14027,3,Y,No,25,3,4,80,2,13,5,3,4,4,7,4
45,No,Travel_Frequently,472,Human Resources,16,4,Technical Degree,1,148,3,Female,35,2,4,Human Resources,2,Single,7780,22451,0,Y,No,25,4,3,80,2,24,4,3,18,14,2,12
19,No,Travel_Rarely,187,Research & Development,16,4,Life Sciences,1,149,1,Female,90,3,4,Research Scientist,3,Married,2691,8206,0,Y,Yes,23,2,4,80,2,16,1,2,3,1,7,0
59,Yes,Travel_Rarely,261,Research & Development,12,3,Life Sciences,1,150,3,Female,50,2,3,Research Scientist,3,Married,6182,29863,0,Y,No,14,3,4,80,2,9,4,3,5,4,11,4
23,No,Travel_Rarely,526,Research & Development,18,3,Human Resources,1,151,4,Female,39,4,3,Research Scientist,4,Divorced,5018,20565,9,Y,No,22,4,2,80,1,25,3,2,25,25,2,23
45,No,Travel_Rarely,1231,Research & Development,11,4,Life Sciences,1,152,1,Female,61,3,4,Research Scientist,3,Divorced,6427,5232,3,Y,No,15,3,4,80,0,40,2,3,38,34,3,34
45,No,Travel_Rarely,376,Sales,17,5,Life Sciences,1,153,2,Male,35,2,5,Manager,1,Single,13953,17617,1,Y,No,11,3,3,80,2,34,4,4,38,36,4,36
37,No,Travel_Rarely,1414,Research & Development,7,5,Life Sciences,1,154,4,Male,31,3,5,Manufacturing Director,4,Single,8415,27000,0,Y,No,16,1,4,80,0,6,3,4,8,8,10,6
47,No,Travel_Rarely,359,Research & Development,15,4,Medical,1,155,1,Male,68,2,4,Manager,1,Divorced,16535,19935,0,Y,No,13,1,2,80,3,16,4,4,13,13,1,11
28,No,Travel_Rarely,1064,Research & Development,6,3,Life Sciences,1,156,1,Male,78,4,3,Laboratory Technician,3,Married,4394,2357,2,Y,No,21,1,2,80,2,17,2,2,8,5,4,4
45,No,Travel_Rarely,1345,Research & Development,6,3,Medical,1,157,3,Male,56,3,3,Manager,3,Divorced,15894,13638,7,Y,Yes,25,4,3,80,2,21,3,4,14,14,2,12
42,No,Travel_Rarely,1075,Sales,18,2,Medical,1,158,4,Male,85,3,2,Manager,2,Single,10243,19978,3,Y,No,20,4,3,80,3,40,2,2,36,34,1,32
56,No,Travel_Rarely,628,Research & Development,19,2,Other,1,159,4,Male,43,4,2,Research Scientist,3,Married,4267,23512,1,Y,Yes,12,3,2,80,1,21,2,3,19,18,0,16
50,No,Travel_Rarely,634,Human Resources,20,4,Life Sciences,1,160,4,Female,52,3,4,Human Resources,2,Divorced,2639,27586,2,Y,No,16,3,4,80,0,20,3,3,7,4,4,4
18,No,Travel_Frequently,1184,Research & Development,19,3,Life Sciences,1,161,3,Female,80,4,3,Research Director,4,Divorced,8319,26772,9,Y,Yes,11,2,3,80,1,40,5,3,31,29,8,28
44,No,Travel_Rarely,1485,Research & Development,2,3,Marketing,1,162,4,Male,54,3,3,Research Director,2,Married,12371,11225,2,Y,No,24,3,4,80,0,30,3,4,20,18,2,18
30,No,Travel_Rarely,214,Sales,3,5,Marketing,1,163,1,Male,82,3,5,Manager,3,Married,14031,27437,7,Y,No,22,3,3,80,1,40,1,3,40,38,3,36
58,No,Non-Travel,1401,Research & Development,14,3,Medical,1,164,3,Female,40,3,3,Manager,3,Married,8473,18732,0,Y,Yes,19,3,2,80,1,22,0,3,18,14,4,13
20,No,Travel_Frequently,358,Sales,22,2,Other,1,165,3,Male,64,2,2,Sales Executive,1,Single,9692,17763,3,Y,Yes,15,4,3,80,2,30,4,2,28,24,2,22
56,No,Travel_Rarely,430,Human Resources,25,2,Life Sciences,1,166,2,Female,84,2,2,Manager,3,Married,19999,3658,2,Y,No,17,3,4,80,1,25,2,4,30,29,9,29
23,No,Travel_Rarely,878,Sales,4,4,Other,1,167,3,Male,87,3,4,Manager,4,Married,8750,27150,3,Y,No,21,3,3,80,1,9,2,3,5,3,2,3
25,Yes,Travel_Frequently,1360,Sales,22,4,Medical,1,168,3,Male,97,4,4,Sales Representative,3,Divorced,2814,15315,2,Y,No,20,3,1,80,0,15,4,4,3,0,0,0
44,No,Travel_Frequently,152,Research & Development,17,3,Life Sciences,1,169,3,Female,66,4,3,Research Director,3,Married,8135,20203,0,Y,No,19,3,4,80,1,25,5,4,28,24,0,23
26,No,Travel_Rarely,322,Sales,28,3,Other,1,170,3,Male,38,2,3,Sales Executive,3,Single,6800,24855,0,Y,No,19,3,2,80,0,7,3,4,2,0,8,0
54,Yes,Travel_Rarely,884,Research & Development,6,4,Marketing,1,171,4,Female,57,3,4,Manufacturing Director,4,Single,8657,7881,6,Y,No,23,3,4,80,0,12,1,3,0,0,13,0
50,No,Travel_Rarely,697,Sales,28,4,Life Sciences,1,172,4,Female,84,4,4,Sales Representative,2,Married,2372,8655,1,Y,Yes,17,3,3,80,2,11,2,3,14,13,1,11
59,No,Travel_Rarely,1355,Sales,19,5,Life Sciences,1,173,2,Male,75,2,5,Sales Representative,3,Single,2750,11122,9,Y,No,25,3,3,80,0,22,4,3,20,18,0,16
41,No,Non-Travel,323,Human Resources,9,4,Life Sciences,1,174,3,Female,99,3,4,Manager,2,Married,12314,22392,3,Y,Yes,14,4,2,80,0,38,5,4,30,27,3,26
32,No,Travel_Rarely,1044,Sales,4,4,Marketing,1,175,2,Female,56,3,4,Sales Executive,4,Married,7990,8043,1,Y,No,25,3,4,80,0,6,6,4,6,4,5,2
49,Yes,Travel_Rarely,1179,Research & Development,7,3,Life Sciences,1,176,2,Male,39,4,3,Research Scientist,4,Divorced,6479,18867,6,Y,No,14,4,4,80,1,25,3,2,16,12,4,10
49,Yes,Non-Travel,1398,Human Resources,4,2,Life Sciences,1,177,4,Female,52,3,2,Human Resources,4,Divorced,5476,5912,4,Y,No,17,1,3,80,2,26,4,1,18,14,11,14
41,No,Travel_Rarely,299,Research & Development,11,2,Life Sciences,1,178,1,Male,50,4,2,Manufacturing Director,4,Married,6651,2357,1,Y,No,18,3,2,80,3,39,0,3,38,38,7,36
58,No,Travel_Rarely,229,Sales,22,4,Technical Degree,1,179,2,Female,74,3,4,Sales Executive,2,Divorced,8462,14672,0,Y,No,17,4,2,80,2,6,2,4,2,0,8,0
29,No,Travel_Rarely,1134,Sales,23,4,Other,1,180,2,Female,32,3,4,Manager,1,Married,13440,26829,5,Y,No,21,3,2,80,1,38,2,3,29,25,3,23
56,No,Travel_Rarely,1088,Research & Development,2,3,Technical Degree,1,181,4,Male,88,3,3,Laboratory Technician,2,Married,3297,11026,3,Y,No,24,4,3,80,0,38,5,4,34,30,2,29
19,Yes,Travel_Frequently,328,Research & Development,10,2,Life Sciences,1,182,1,Female,72,3,2,Laboratory Technician,3,Single,4009,3190,4,Y,Yes,24,3,3,80,0,39,0,4,28,25,5,23
20,No,Travel_Rarely,659,Research & Development,6,3,Other,1,183,4,Female,36,2,3,Research Director,3,Married,8850,28279,3,Y,No,20,3,1,80,1,26,2,3,13,13,2,11
54,No,Travel_Rarely,1259,Sales,8,5,Marketing,1,184,1,Female,56,4,5,Sales Executive,4,Married,5886,6564,1,Y,Yes,14,3,3,80,1,40,5,3,34,32,1,30
34,No,Travel_Rarely,1141,Research & Development,15,4,Other,1,185,4,Female,91,2,4,Manager,3,Divorced,5162,24363,5,Y,No,14,3,4,80,2,33,2,4,27,26,1,25
19,No,Travel_Frequently,316,Research & Development,13,4,Medical,1,186,4,Female,71,4,4,Manufacturing Director,3,Married,7212,10684,0,Y,No,18,4,4,80,0,38,2,3,29,27,3,27
19,No,Travel_Rarely,1237,Research & Development,29,4,Medical,1,187,3,Male,33,3,4,Manager,4,Divorced,5654,5409,1,Y,No,22,2,3,80,0,31,3,3,25,23,4,22
45,No,Travel_Rarely,956,Sales,28,5,Technical Degree,1,188,4,Female,91,3,5,Sales Representative,2,Married,2424,13319,0,Y,No,24,3,4,80,0,9,3,3,6,3,3,3
40,No,Travel_Frequently,1282,Research & Development,22,4,Life Sciences,1,189,4,Male,37,2,4,Manager,2,Single,14086,28696,0,Y,Yes,19,3,3,80,2,37,2,3,38,36,0,35
54,No,Non-Travel,526,Research & Development,2,4,Medical,1,190,4,Male,46,3,4,Laboratory Technician,3,Divorced,1919,10243,2,Y,No,17,2,3,80,0,28,5,4,30,27,3,25
49,Yes,Travel_Frequently,419,Research & Development,20,3,Other,1,191,4,Female,34,4,3,Laboratory Technician,3,Married,3300,26837,0,Y,Yes,25,2,4,80,1,10,2,3,4,1,1,0
50,No,Travel_Rarely,461,Research & Development,1,2,Other,1,192,2,Male,92,4,2,Laboratory Technician,4,Married,3568,29578,0,Y,Yes,22,3,4,80,0,40,5,3,34,30,4,30
18,No,Travel_Rarely,1037,Research & Development,15,3,Human Resources,1,193,3,Male,38,4,3,Laboratory Technician,3,Married,3249,3908,1,Y,No,24,3,3,80,1,16,4,4,13,12,2,12
36,No,Travel_Rarely,1059,Research & Development,7,2,Technical Degree,1,194,4,Male,37,3,2,Laboratory Technician,4,Single,2994,5646,3,Y,Yes,23,2,3,80,0,32,2,3,35,32,7,31
19,No,Travel_Frequently,1021,Research & Development,24,5,Life Sciences,1,195,3,Male,36,1,5,Research Director,3,Married,10976,26099,2,Y,No,24,2,4,80,0,23,4,3,26,26,6,25
43,No,Non-Travel,1003,Sales,26,3,Life Sciences,1,196,4,Female,66,4,3,Sales Representative,1,Married,3417,15832,2,Y,No,13,2,3,80,0,35,1,4,23,23,5,23
49,No,Non-Travel,1421,Sales,18,5,Medical,1,197,3,Male,84,4,5,Sales Executive,1,Married,7003,20761,3,Y,No,22,3,3,80,0,40,1,4,39,38,5,38
23,No,Travel_Frequently,299,Research & Development,10,3,Medical,1,198,3,Female,96,3,3,Research Director,2,Divorced,8722,13586,2,Y,Yes,20,3,4,80,0,32,5,3,28,25,3,24
49,No,Travel_Rarely,499,Human Resources,15,3,Life Sciences,1,199,4,Male,37,1,3,Human Resources,2,Married,6926,22720,1,Y,No,11,3,2,80,2,17,1,2,21,20,0,20
21,No,Travel_Frequently,691,Research & Development,5,5,Life Sciences,1,200,4,Female,98,4,5,Research Director,2,Single,6067,7404,7,Y,No,25,3,3,80,0,12,0,4,7,3,4,3
28,No,Travel_Frequently,343,Research & Development,27,3,Marketing,1,201,3,Male,34,4,3,Research Scientist,3,Married,5427,24342,0,Y,No,15,4,4,80,0,11,2,3,14,14,3,14
34,No,Travel_Frequently,530,Research & Development,24,3,Technical Degree,1,202,1,Male,46,3,3,Research Scientist,3,Divorced,5066,3625,1,Y,No,16,4,3,80,1,0,1,3,4,2,3,2
55,No,Non-Travel,712,Research & Development,11,2,Human Resources,1,203,4,Female,87,3,2,Research Scientist,3,Single,4768,7418,2,Y,No,21,4,2,80,2,6,4,2,3,3,2,1
41,No,Travel_Rarely,107,Research & Development,8,4,Technical Degree,1,204,4,Female,92,4,4,Manufacturing Director,1,Single,7976,27804,4,Y,Yes,19,3,3,80,0,23,5,2,10,7,9,5
22,No,Travel_Rarely,1443,Research & Development,21,3,Technical Degree,1,205,3,Male,56,2,3,Research Scientist,3,Single,1948,6386,4,Y,No,15,4,2,80,1,13,2,4,17,16,1,16
51,No,Travel_Rarely,1337,Research & Development,8,4,Marketing,1,206,2,Male,97,3,4,Manager,3,Single,16994,8354,0,Y,No,11,3,3,80,2,40,2,3,29,29,2,28
23,No,Travel_Rarely,1398,Sales,6,4,Human Resources,1,207,2,Male,57,1,4,Sales Executive,4,Divorced,8761,3389,3,Y,No,21,3,2,80,0,10,3,4,14,12,11,10
39,Yes,Travel_Rarely,1209,Research & Development,15,4,Marketing,1,208,4,Male,87,2,4,Research Scientist,4,Married,3202,24293,3,Y,Yes,21,2,3,80,1,14,2,3,5,3,7,2
28,No,Non-Travel,811,Research & Development,15,4,Other,1,209,1,Female,79,4,4,Manufacturing Director,4,Married,9821,19871,1,Y,No,14,3,3,80,0,12,2,3,15,14,0,13
33,No,Non-Travel,461,Research & Development,5,3,Human Resources,1,210,3,Male,96,3,3,Manufacturing Director,3,Married,8453,16657,0,Y,No,12,2,3,80,0,38,1,4,39,38,9,36
50,No,Travel_Frequently,1266,Research & Development,13,3,Human Resources,1,211,2,Male,60,4,3,Research Director,1,Married,8250,24885,3,Y,No,14,3,3,80,3,13,2,2,8,8,1,7
26,No,Travel_Rarely,1298,Research & Development,14,4,Medical,1,212,2,Male,41,3,4,Manager,1,Divorced,16290,11108,1,Y,No,24,3,2,80,0,34,3,3,33,30,5,29
23,No,Travel_Rarely,1145,Research & Development,11,3,Life Sciences,1,213,3,Male,84,4,3,Laboratory Technician,4,Divorced,3047,12333,0,Y,Yes,17,3,3,80,0,26,5,2,26,22,3,22
33,No,Travel_Rarely,604,Sales,20,3,Life Sciences,1,214,2,Male,33,3,3,Sales Executive,3,Married,9847,19094,1,Y,No,19,4,3,80,3,20,3,3,12,10,3,10
46,No,Travel_Rarely,328,Research & Development,21,3,Life Sciences,1,215,4,Male,71,1,3,Research Scientist,3,Divorced,5221,20270,0,Y,No,22,3,2,80,2,30,3,2,35,34,5,34
20,No,Travel_Rarely,210,Research & Development,12,5,Life Sciences,1,216,3,Male,83,4,5,Laboratory Technician,4,Married,4504,4216,1,Y,No,13,3,4,80,1,37,2,2,26,22,1,20
37,No,Non-Travel,844,Sales,20,3,Life Sciences,1,217,3,Male,51,2,3,Manager,3,Single,14084,19704,1,Y,No,13,3,4,80,2,19,4,4,8,4,1,4
53,Yes,Travel_Rarely,1445,Research & Development,1,3,Medical,1,218,3,Female,30,3,3,Research Director,2,Single,11598,18304,1,Y,Yes,21,3,2,80,2,12,5,3,4,0,4,0
36,No,Travel_Rarely,1433,Research & Development,3,4,Medical,1,219,4,Male,77,3,4,Research Director,2,Married,10645,26290,6,Y,No,14,3,1,80,2,25,5,4,21,18,1,17
43,No,Travel_Rarely,912,Sales,8,4,Technical Degree,1,220,4,Female,72,1,4,Manager,1,Divorced,9383,29139,1,Y,Yes,17,4,1,80,0,32,0,3,30,29,12,28
20,No,Non-Travel,1212,Research & Development,23,2,Life Sciences,1,221,1,Male,49,2,2,Research Scientist,3,Divorced,4584,16433,2,Y,No,16,3,3,80,1,4,3,3,2,0,3,0
36,Yes,Travel_Frequently,887,Research & Development,12,3,Marketing,1,222,1,Female,47,4,3,Manufacturing Director,3,Married,10199,6445,7,Y,Yes,24,3,2,80,0,37,3,1,29,28,0,27
37,No,Non-Travel,329,Research & Development,15,4,Technical Degree,1,223,3,Female,99,3,4,Research Scientist,4,Divorced,5471,6831,5,Y,No,15,3,1,80,0,21,2,3,20,20,5,18
49,No,Travel_Frequently,953,Research & Development,23,5,Medical,1,224,4,Female,78,3,5,Laboratory Technician,3,Married,4026,12818,1,Y,No,14,4,3,80,1,34,6,3,34,32,2,31
24,Yes,Travel_Rarely,1435,Research & Development,27,4,Other,1,225,3,Female,46,3,4,Manufacturing Director,1,Divorced,2970,26201,1,Y,No,22,4,4,80,1,3,2,1,5,4,0,2
58,No,Non-Travel,929,Research & Development,3,3,Life Sciences,1,226,2,Male,82,3,3,Research Scientist,2,Divorced,4212,8984,2,Y,No,18,3,4,80,0,22,2,4,27,25,2,24
50,No,Travel_Rarely,480,Research & Development,25,3,Life Sciences,1,227,4,Male,51,4,3,Laboratory Technician,3,Married,3165,10592,6,Y,No,22,3,4,80,0,40,2,3,31,31,11,29
57,No,Travel_Rarely,486,Research & Development,22,5,Medical,1,228,3,Male,39,4,5,Manufacturing Director,4,Married,5352,2750,0,Y,No,14,3,2,80,1,40,2,3,36,34,2,32
56,No,Travel_Rarely,214,Sales,8,4,Life Sciences,1,229,3,Male,53,2,4,Manager,2,Divorced,15253,15762,1,Y,No,13,4,1,80,1,19,5,3,24,20,2,19
35,No,Travel_Frequently,1418,Research & Development,24,3,Medical,1,230,2,Male,41,4,3,Manager,4,Single,4708,7594,4,Y,No,17,3,1,80,3,40,2,4,31,28,2,27
57,No,Non-Travel,1430,Research & Development,19,3,Medical,1,231,2,Male,33,3,3,Manufacturing Director,2,Divorced,10007,15730,1,Y,Yes,12,2,4,80,2,31,2,2,34,34,0,33
18,No,Travel_Rarely,392,Research & Development,20,4,Life Sciences,1,232,2,Female,71,3,4,Manager,2,Single,16785,9171,3,Y,No,14,3,3,80,3,20,3,3,21,19,0,18
28,No,Travel_Rarely,1230,Sales,6,3,Life Sciences,1,233,2,Male,34,3,3,Sales Representative,4,Married,2811,25875,3,Y,No,18,3,3,80,1,22,1,3,23,23,7,23
45,Yes,Non-Travel,392,Research & Development,18,3,Medical,1,234,4,Female,55,3,3,Manufacturing Director,1,Divorced,7821,20271,1,Y,Yes,14,3,3,80,2,36,4,2,38,34,12,34
42,No,Travel_Rarely,778,Sales,28,2,Marketing,1,235,1,Female,88,2,2,Sales Representative,3,Single,3870,22069,1,Y,Yes,20,2,4,80,3,40,4,3,29,26,1,24
40,Yes,Travel_Frequently,161,Research & Development,28,3,Marketing,1,236,3,Female,91,3,3,Laboratory Technician,1,Single,2698,19802,2,Y,No,22,1,3,80,2,40,2,3,31,31,3,29
48,No,Travel_Rarely,1437,Research & Development,11,3,Life Sciences,1,237,3,Male,34,2,3,Research Scientist,4,Married,5392,20987,3,Y,No,17,3,3,80,2,38,5,2,30,26,11,26
47,No,Travel_Rarely,207,Research & Development,12,4,Life Sciences,1,238,3,Male,55,2,4,Laboratory Technician,4,Divorced,2536,22155,4,Y,Yes,12,4,4,80,1,24,3,2,22,18,1,16
59,No,Travel_Rarely,724,Research & Development,23,3,Life Sciences,1,239,4,Male,35,4,3,Laboratory Technician,4,Single,2221,23484,3,Y,No,21,4,3,80,0,35,3,4,39,35,1,34
52,No,Travel_Rarely,190,Research & Development,2,3,Life Sciences,1,240,4,Male,53,3,3,Manufacturing Director,2,Divorced,8710,15302,0,Y,No,15,3,3,80,3,34,5,2,32,30,9,28
24,No,Travel_Frequently,1393,Research & Development,27,3,Other,1,241,4,Female,82,3,3,Manufacturing Director,2,Single,7935,12210,3,Y,Yes,22,4,3,80,2,19,3,3,24,23,5,21
33,No,Non-Travel,843,Research & Development,5,3,Life Sciences,1,242,2,Male,36,3,3,Research Director,3,Divorced,4836,28612,2,Y,Yes,23,3,4,80,2,33,2,2,35,35,1,33
43,No,Travel_Rarely,1244,Research & Development,28,3,Technical Degree,1,243,1,Female,39,4,3,Research Scientist,2,Divorced,6410,11837,2,Y,No,14,3,2,80,0,36,0,2,23,22,2,22
19,No,Travel_Frequently,1001,Sales,4,3,Other,1,244,2,Male,68,3,3,Sales Representative,3,Married,2626,5487,1,Y,No,19,2,2,80,0,29,3,3,30,26,0,26
18,No,Travel_Frequently,546,Sales,9,4,Life Sciences,1,245,2,Female,57,3,4,Sales Executive,3,Married,8072,11005,3,Y,No,17,3,4,80,1,37,5,3,38,37,2,35
29,No,Travel_Rarely,1108,Research & Development,13,1,Medical,1,246,3,Female,71,4,1,Manager,2,Married,17778,24294,3,Y,No,24,4,3,80,2,26,2,3,12,8,6,7
22,No,Travel_Rarely,1476,Research & Development,13,1,Human Resources,1,247,4,Male,91,4,1,Laboratory Technician,4,Married,3759,24692,2,Y,Yes,19,4,4,80,3,22,2,2,9,5,3,3
54,No,Travel_Rarely,407,Research & Development,15,2,Other,1,248,2,Male,81,4,2,Research Scientist,4,Single,6218,23117,5,Y,No,21,3,3,80,0,28,3,4,22,19,4,19
49,No,Travel_Rarely,716,Sales,2,3,Medical,1,249,4,Male,51,3,3,Manager,4,Single,8893,17705,0,Y,No,23,3,3,80,2,31,3,3,17,14,2,13
26,No,Travel_Rarely,303,Research & Development,23,5,Technical Degree,1,250,3,Male,86,4,5,Research Director,3,Single,14262,5169,1,Y,No,23,4,1,80,0,26,0,2,31,30,1,28
58,No,Non-Travel,1045,Human Resources,13,1,Other,1,251,3,Male,40,4,1,Manager,2,Married,9026,3023,2,Y,No,20,3,4,80,1,33,4,3,32,32,0,32
52,Yes,Travel_Rarely,1148,Research & Development,7,5,Medical,1,252,2,Male,43,4,5,Laboratory Technician,2,Single,2900,11701,7,Y,Yes,17,3,4,80,1,40,4,2,35,34,7,33
36,No,Travel_Rarely,1215,Research & Development,23,2,Other,1,253,2,Male,60,4,2,Manager,2,Married,6763,28614,0,Y,No,12,3,3,80,2,23,3,3,27,27,4,25
33,No,Travel_Rarely,572,Research & Development,17,4,Medical,1,254,4,Male,33,3,4,Research Director,2,Divorced,10805,16666,1,Y,Yes,22,4,2,80,3,20,1,3,15,14,1,14
20,No,Travel_Rarely,1218,Sales,8,3,Medical,1,255,2,Male,51,4,3,Sales Executive,4,Married,8324,19777,6,Y,Yes,12,2,4,80,0,16,3,2,15,13,2,12
37,Yes,Travel_Rarely,1080,Research & Development,18,4,Human Resources,1,256,4,Female,93,3,4,Research Scientist,1,Married,5535,17801,5,Y,No,12,2,3,80,1,28,1,2,17,15,6,13
41,Yes,Travel_Rarely,1410,Research & Development,15,3,Other,1,257,3,Male,90,3,3,Research Director,2,Married,5705,7239,5,Y,Yes,15,3,2,80,1,4,3,3,7,7,3,6
50,No,Travel_Rarely,410,Human Resources,15,3,Medical,1,258,4,Female,35,2,3,Manager,1,Divorced,13349,18212,1,Y,No,11,2,4,80,0,15,1,4,15,12,2,11
41,No,Travel_Rarely,834,Research & Development,5,4,Life Sciences,1,259,4,Male,97,1,4,Manufacturing Director,2,Divorced,8988,20730,4,Y,Yes,23,2,4,80,3,15,3,2,10,10,1,9
28,Yes,Travel_Rarely,637,Sales,2,4,Marketing,1,260,2,Male,35,1,4,Sales Representative,1,Divorced,3553,2855,2,Y,Yes,17,3,3,80,3,17,2,2,5,4,1,4
25,No,Travel_Rarely,477,Research & Development,16,3,Technical Degree,1,261,3,Female,95,4,3,Research Director,3,Divorced,7681,11358,2,Y,No,12,4,4,80,0,12,4,3,0,0,7,0
53,No,Travel_Rarely,600,Sales,29,2,Marketing,1,262,1,Male,65,2,2,Sales Executive,3,Single,1738,21138,1,Y,Yes,14,3,1,80,1,15,4,3,11,9,4,8
55,Yes,Travel_Rarely,737,Research & Development,5,2,Human Resources,1,263,3,Male,44,1,2,Research Scientist,2,Divorced,5453,20049,3,Y,Yes,19,4,1,80,0,36,6,2,37,33,5,32
57,No,Travel_Rarely,243,Research & Development,23,4,Other,1,264,1,Male,69,3,4,Laboratory Technician,2,Married,3346,6038,1,Y,No,18,4,4,80,1,36,2,3,27,25,8,24
37,No,Travel_Rarely,1177,Sales,6,3,Medical,1,265,3,Male,70,3,3,Manager,3,Single,13008,12164,1,Y,Yes,20,3,2,80,2,30,1,3,16,15,13,15
52,Yes,Travel_Rarely,1195,Research & Development,29,3,Life Sciences,1,266,2,Male,36,4,3,Research Scientist,3,Divorced,4372,22071,2,Y,Yes,12,3,4,80,0,0,2,2,0,0,1,0
42,No,Travel_Rarely,361,Research & Development,12,4,Medical,1,267,4,Male,51,4,4,Manager,1,Single,12844,19500,1,Y,No,24,1,4,80,3,26,1,3,31,31,1,31
52,No,Travel_Rarely,1418,Research & Development,5,5,Marketing,1,268,3,Female,40,3,5,Manufacturing Director,4,Married,9769,13560,1,Y,No,14,3,3,80,1,16,1,1,7,3,3,3
42,No,Travel_Frequently,479,Research & Development,20,4,Marketing,1,269,4,Male,31,4,4,Manufacturing Director,3,Single,3543,22926,1,Y,No,14,3,4,80,3,40,3,4,39,35,0,34
46,No,Travel_Rarely,1164,Research & Development,8,4,Medical,1,270,1,Male,59,1,4,Manager,3,Married,16107,2733,4,Y,Yes,12,2,1,80,0,36,3,4,23,22,6,21
35,No,Travel_Rarely,449,Research & Development,11,4,Medical,1,271,3,Male,97,4,4,Research Director,4,Married,9453,4921,1,Y,Yes,12,3,3,80,2,17,0,3,9,5,8,5
35,No,Travel_Rarely,929,Research & Development,14,3,Life Sciences,1,272,3,Female,82,2,3,Manager,3,Married,17857,13521,4,Y,No,15,3,4,80,2,40,2,3,38,37,5,37
19,No,Non-Travel,607,Research & Development,24,3,Life Sciences,1,273,3,Male,50,4,3,Manager,4,Married,10345,14809,3,Y,No,21,3,4,80,0,40,3,4,38,35,1,34
52,No,Non-Travel,483,Research & Development,17,4,Medical,1,274,4,Male,54,1,4,Research Director,4,Married,7955,11898,3,Y,Yes,14,3,3,80,0,5,2,3,9,9,0,9
33,No,Travel_Rarely,526,Research & Development,10,3,Life Sciences,1,275,4,Male,34,4,3,Research Director,2,Divorced,9554,15686,2,Y,No,25,4,2,80,3,35,4,4,35,33,2,33
58,No,Travel_Rarely,423,Sales,2,5,Medical,1,276,2,Female,95,2,5,Sales Executive,4,Single,8049,5498,3,Y,Yes,18,2,2,80,1,31,1,3,24,22,7,21
53,No,Travel_Rarely,351,Sales,3,2,Medical,1,277,4,Male,78,2,2,Sales Representative,1,Married,2753,11316,0,Y,Yes,14,2,3,80,1,20,2,3,9,7,2,6
50,No,Travel_Rarely,281,Sales,13,2,Marketing,1,278,4,Male,37,4,2,Sales Representative,2,Divorced,3515,6717,1,Y,No,25,3,3,80,3,18,1,3,18,15,0,13
21,Yes,Travel_Rarely,1105,Research & Development,17,5,Life Sciences,1,279,4,Male,56,2,5,Research Scientist,4,Divorced,3977,6854,3,Y,Yes,25,1,1,80,0,13,1,3,14,14,1,13
50,No,Travel_Rarely,130,Research & Development,27,4,Other,1,280,3,Female,31,4,4,Laboratory Technician,4,Married,3536,3858,8,Y,No,18,3,3,80,1,16,4,3,15,11,13,10
31,Yes,Travel_Rarely,1451,Research & Development,3,3,Medical,1,281,4,Male,57,4,3,Laboratory Technician,3,Married,5848,12483,0,Y,Yes,24,3,4,80,2,0,2,1,1,0,5,0
38,No,Travel_Rarely,839,Research & Development,10,4,Marketing,1,282,4,Male,40,3,4,Manager,1,Divorced,13286,16358,2,Y,No,15,3,3,80,1,35,3,3,28,28,9,26
37,No,Travel_Rarely,288,Research & Development,28,4,Technical Degree,1,283,2,Female,75,3,4,Research Director,3,Divorced,11312,23857,6,Y,No,11,3,2,80,0,16,2,3,3,3,6,3
25,Yes,Non-Travel,156,Research & Development,8,3,Life Sciences,1,284,3,Female,50,4,3,Research Director,3,Married,5582,4513,5,Y,No,24,3,4,80,1,23,3,3,28,26,3,25
24,No,Travel_Rarely,979,Research & Development,4,2,Medical,1,285,2,Male,71,4,2,Manager,2,Single,16875,17584,0,Y,Yes,24,3,2,80,2,37,5,4,30,26,0,25
20,No,Travel_Frequently,615,Sales,13,4,Human Resources,1,286,3,Female,61,3,4,Sales Representative,4,Single,3959,6960,2,Y,No,19,1,4,80,1,21,4,3,16,16,2,14
